,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
1218,html-keyboard-response,1218,1001509,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,html-keyboard-response,1219,1002010,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.23,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,html-keyboard-response,1220,1002262,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.24,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,RDK,1221,1002839,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.24,576.3050000241492,,75.0,,False,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,90","0.2500159856932937,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.34825581343043,"[14.039999980013818,13.399999996181577,13.220000022556633,13.184999988880008,13.310000009369105,13.424999982817098,13.269999995827675,13.425000011920929,13.275000004796311,13.314999989233911,13.33000001613982,13.439999980619177,13.310000009369105,13.319999998202547,13.440000009723008,13.19499997771345,13.340000004973263,13.405000005150214,13.230000011390075,13.479999994160607,13.254999998025596,13.275000004796311,13.384999998379499,13.32999998703599,13.269999995827675,13.365000020712614,13.44999999855645,13.214999984484166,13.399999996181577,13.315000018337741,13.294999982463196,13.41000001411885,13.279999984661117,13.345000013941899,13.275000004796311,13.375000009546056,13.43499997165054,13.355000002775341,13.310000009369105,13.295000011567026,13.364999991608784,13.269999995827675,13.349999993806705]",43.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1222,html-keyboard-response,1222,1003391,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,html-keyboard-response,1223,1003792,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.24,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,html-keyboard-response,1224,1004043,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.25,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,RDK,1225,1004601,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.25,556.4399999857415,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,-90","0.2500159856932937,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.166547619177782,"[6.250000005820766,16.30499999737367,10.45999999041669,13.254999998025596,13.320000027306378,13.364999991608784,13.195000006817281,13.384999998379499,16.394999984186143,10.265000018989667,13.404999976046383,13.350000022910535,13.24999998905696,13.440000009723008,17.28000000002794,9.334999980637804,13.345000013941899,13.355000002775341,13.259999977890402,13.420000002952293,13.265000015962869,13.349999993806705,13.405000005150214,13.344999984838068,13.265000015962869,13.325000007171184,13.459999987389892,13.240000000223517,13.37000000057742,13.305000000400469,13.340000004973263,13.284999993629754,13.420000002952293,13.234999991254881,13.334999996004626,13.395000016316772,13.299999991431832,13.390000007348135,13.334999996004626,13.260000006994233,13.479999994160607,13.254999998025596]",42.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1226,html-keyboard-response,1226,1005153,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,html-keyboard-response,1227,1005555,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.25,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,html-keyboard-response,1228,1005807,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.26,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,RDK,1229,1006615,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.26,807.3049999948124,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.07740319523236903,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.178196721366744,"[3.8099999947007746,13.225000002421439,13.314999989233911,13.49000001209788,13.04999997955747,13.350000022910535,13.424999982817098,13.204999995650724,13.384999998379499,13.445000018691644,13.269999995827675,13.319999998202547,13.41000001411885,13.479999994160607,13.11499997973442,13.375000009546056,13.310000009369105,13.325000007171184,13.389999978244305,13.269999995827675,13.355000002775341,13.415000023087487,13.309999980265275,13.33000001613982,13.394999987212941,13.305000000400469,13.265000015962869,13.43499997165054,13.235000020358711,13.435000000754371,13.260000006994233,13.344999984838068,13.319999998202547,13.440000009723008,13.260000006994233,13.619999983347952,13.13000000664033,13.269999995827675,13.379999989410862,13.365000020712614,13.259999977890402,13.365000020712614,13.364999991608784,13.295000011567026,13.299999991431832,13.359999982640147,13.335000025108457,13.299999991431832,13.459999987389892,13.230000011390075,13.379999989410862,13.390000007348135,13.305000000400469,13.349999993806705,13.360000011743978,13.340000004973263,13.284999993629754,13.435000000754371,13.319999998202547,13.32999998703599,13.270000024931505]",61.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1230,html-keyboard-response,1230,1007166,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,html-keyboard-response,1231,1007667,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.26,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,html-keyboard-response,1232,1007919,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.27,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,RDK,1233,1008614,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.27,694.790000008652,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,90","0.2500159856932937,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.329313725561779,"[13.204999995650724,13.214999984484166,13.375000009546056,13.284999993629754,13.189999997848645,13.405000005150214,13.440000009723008,13.115000008838251,13.344999984838068,13.444999989587814,13.37000000057742,13.21000000461936,13.44999999855645,13.245000009192154,17.434999987017363,9.310000023106113,13.269999995827675,13.424999982817098,13.280000013764948,13.314999989233911,13.25000001816079,13.44999999855645,13.349999993806705,13.279999984661117,13.435000000754371,13.25000001816079,13.334999996004626,13.414999993983656,13.21000000461936,13.425000011920929,13.384999998379499,13.229999982286245,13.414999993983656,13.345000013941899,13.269999995827675,13.395000016316772,13.359999982640147,13.254999998025596,13.414999993983656,13.230000011390075,13.384999998379499,13.390000007348135,13.310000009369105,13.319999998202547,13.429999991785735,13.334999996004626,13.21000000461936,13.394999987212941,13.425000011920929,13.230000011390075,13.334999996004626]",51.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1234,html-keyboard-response,1234,1009167,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,html-keyboard-response,1235,1009769,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.27,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,html-keyboard-response,1236,1010022,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.28,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,RDK,1237,1010914,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.28,891.5949999936856,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.6",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.190000000020573,"[3.599999996367842,13.360000011743978,13.144999975338578,13.510000018868595,13.19499997771345,13.375000009546056,13.315000018337741,13.454999978421256,13.295000011567026,13.364999991608784,13.355000002775341,13.150000013411045,13.399999996181577,13.254999998025596,13.305000000400469,13.420000002952293,13.399999996181577,13.340000004973263,13.279999984661117,13.384999998379499,13.284999993629754,13.390000007348135,13.245000009192154,13.375000009546056,13.469999976223335,13.254999998025596,13.46500002546236,13.11499997973442,13.52999999653548,13.240000000223517,13.245000009192154,13.509999989764765,13.319999998202547,13.25000001816079,13.344999984838068,13.375000009546056,13.29000000259839,13.379999989410862,13.37000000057742,13.230000011390075,13.344999984838068,13.29000000259839,13.33000001613982,13.424999982817098,13.415000023087487,13.364999991608784,13.340000004973263,13.324999978067353,13.265000015962869,13.349999993806705,13.319999998202547,13.269999995827675,13.350000022910535,13.459999987389892,13.245000009192154,13.32999998703599,13.254999998025596,13.360000011743978,13.424999982817098,13.310000009369105,13.314999989233911,13.435000000754371,13.254999998025596,13.345000013941899,13.334999996004626,13.265000015962869,13.414999993983656]",67.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1238,html-keyboard-response,1238,1011467,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,html-keyboard-response,1239,1011968,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.28,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,html-keyboard-response,1240,1012219,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.29,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,RDK,1241,1014383,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.29,2163.2450000033714,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.07740319523236903,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.29916666666431,"[7.195000012870878,13.310000009369105,13.364999991608784,13.399999996181577,13.160000002244487,13.399999996181577,13.25000001816079,13.359999982640147,13.299999991431832,17.38500001374632,9.274999989429489,13.399999996181577,13.265000015962869,13.325000007171184,13.29000000259839,13.404999976046383,13.405000005150214,13.254999998025596,13.325000007171184,13.375000009546056,13.414999993983656,13.364999991608784,13.345000013941899,13.254999998025596,13.264999986859038,13.349999993806705,13.325000007171184,13.505000009899959,13.204999995650724,13.345000013941899,13.384999998379499,13.28999997349456,13.435000000754371,13.240000000223517,13.340000004973263,13.470000005327165,13.265000015962869,13.294999982463196,13.284999993629754,13.425000011920929,13.295000011567026,13.314999989233911,13.455000007525086,13.244999980088323,13.310000009369105,13.349999993806705,13.464999996358529,15.215000021271408,11.324999999487773,13.404999976046383,13.245000009192154,13.414999993983656,13.460000016493723,13.260000006994233,13.294999982463196,13.349999993806705,13.415000023087487,13.20999997551553,13.325000007171184,13.435000000754371,13.275000004796311,13.260000006994233,13.600000005681068,13.154999993275851,13.44999999855645,13.245000009192154,13.384999998379499,13.309999980265275,13.29000000259839,13.425000011920929,13.145000004442409,13.444999989587814,13.390000007348135,13.284999993629754,13.349999993806705,13.295000011567026,13.349999993806705,16.444999986561015,10.380000021541491,13.16999999107793,13.464999996358529,13.284999993629754,16.300000017508864,10.424999985843897,13.204999995650724,13.399999996181577,13.375000009546056,13.37000000057742,13.464999996358529,13.260000006994233,13.189999997848645,13.375000009546056,13.405000005150214,13.279999984661117,13.360000011743978,13.259999977890402,13.29000000259839,13.415000023087487,13.364999991608784,13.379999989410862,13.310000009369105,13.260000006994233,13.269999995827675,13.429999991785735,13.334999996004626,13.284999993629754,13.395000016316772,13.399999996181577,13.420000002952293,13.199999986682087,13.445000018691644,13.299999991431832,13.375000009546056,13.199999986682087,13.405000005150214,13.355000002775341,13.284999993629754,13.395000016316772,13.339999975869432,13.240000000223517,13.44999999855645,13.240000000223517,13.440000009723008,13.280000013764948,13.284999993629754,13.310000009369105,13.464999996358529,13.299999991431832,13.319999998202547,13.234999991254881,13.445000018691644,13.299999991431832,13.314999989233911,13.334999996004626,13.300000020535663,13.429999991785735,13.305000000400469,13.440000009723008,13.305000000400469,13.234999991254881,13.379999989410862,13.395000016316772,13.325000007171184,13.27499997569248,13.375000009546056,13.269999995827675,13.340000004973263,13.435000000754371,13.219999993452802,13.325000007171184,13.435000000754371,13.394999987212941,13.485000003129244,13.150000013411045,13.325000007171184,13.269999995827675,13.435000000754371,13.225000002421439,13.374999980442226,13.41000001411885,13.264999986859038,13.414999993983656]",162.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1242,html-keyboard-response,1242,1014937,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,html-keyboard-response,1243,1015446,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.29,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,html-keyboard-response,1244,1015705,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.30,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,RDK,1245,1016265,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.30,558.9650000038091,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,-90","0.2500159856932937,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.374146340960046,"[14.934999984689057,13.349999993806705,13.160000002244487,13.300000020535663,13.474999985191971,13.165000011213124,13.424999982817098,13.295000011567026,13.310000009369105,13.339999975869432,13.360000011743978,13.444999989587814,13.205000024754554,13.399999996181577,13.275000004796311,13.474999985191971,13.384999998379499,13.160000002244487,13.440000009723008,13.275000004796311,13.459999987389892,13.219999993452802,13.29000000259839,13.395000016316772,13.439999980619177,13.185000017983839,13.549999974202365,13.155000022379681,13.379999989410862,13.269999995827675,13.384999998379499,13.25000001816079,13.349999993806705,13.349999993806705,13.319999998202547,13.360000011743978,13.414999993983656,13.225000002421439,13.40999998501502,13.375000009546056,13.379999989410862]",41.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1246,html-keyboard-response,1246,1016817,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,html-keyboard-response,1247,1017419,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.30,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,html-keyboard-response,1248,1017671,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.31,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,RDK,1249,1019651,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.31,1979.6849999984258,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.07740319523236903,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.317500000010948,"[10.35500000580214,13.455000007525086,13.325000007171184,13.244999980088323,13.285000022733584,13.37000000057742,13.435000000754371,13.314999989233911,13.360000011743978,13.544999994337559,13.059999997494742,13.325000007171184,13.284999993629754,13.349999993806705,13.414999993983656,13.349999993806705,13.230000011390075,13.440000009723008,13.225000002421439,13.334999996004626,13.535000005504116,13.244999980088323,13.215000013587996,13.504999980796129,13.300000020535663,13.279999984661117,13.384999998379499,13.319999998202547,13.300000020535663,13.344999984838068,13.464999996358529,13.220000022556633,13.419999973848462,13.21000000461936,13.445000018691644,13.259999977890402,13.355000002775341,17.510000005131587,9.185000002617016,13.310000009369105,16.419999999925494,10.27499997871928,13.33000001613982,13.390000007348135,13.254999998025596,13.435000000754371,16.26499998383224,10.414999997010455,13.405000005150214,13.269999995827675,13.25000001816079,13.32999998703599,13.455000007525086,13.294999982463196,13.295000011567026,13.275000004796311,13.44999999855645,13.230000011390075,13.384999998379499,13.364999991608784,13.325000007171184,13.384999998379499,13.319999998202547,13.260000006994233,13.469999976223335,13.33000001613982,13.24999998905696,13.284999993629754,13.455000007525086,13.29000000259839,13.355000002775341,13.355000002775341,13.254999998025596,13.40999998501502,13.360000011743978,13.204999995650724,13.485000003129244,13.310000009369105,13.37000000057742,13.29000000259839,13.324999978067353,13.350000022910535,13.225000002421439,13.424999982817098,13.340000004973263,13.264999986859038,13.41000001411885,13.340000004973263,13.420000002952293,13.204999995650724,13.340000004973263,13.399999996181577,13.299999991431832,13.384999998379499,13.33000001613982,13.259999977890402,13.340000004973263,13.414999993983656,13.319999998202547,13.350000022910535,13.394999987212941,13.21000000461936,13.399999996181577,13.379999989410862,13.245000009192154,13.52999999653548,13.265000015962869,13.240000000223517,13.414999993983656,13.254999998025596,13.319999998202547,13.405000005150214,13.359999982640147,13.235000020358711,13.32999998703599,13.429999991785735,13.395000016316772,13.264999986859038,13.350000022910535,13.219999993452802,13.414999993983656,13.399999996181577,13.219999993452802,13.420000002952293,13.275000004796311,13.345000013941899,13.424999982817098,13.325000007171184,13.254999998025596,13.32999998703599,13.420000002952293,13.265000015962869,13.464999996358529,13.245000009192154,13.27499997569248,13.455000007525086,13.299999991431832,13.360000011743978,13.340000004973263,13.340000004973263,13.264999986859038,13.395000016316772,13.264999986859038,13.394999987212941,13.275000004796311,13.340000004973263,13.345000013941899,13.374999980442226]",148.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1250,html-keyboard-response,1250,1020204,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,html-keyboard-response,1251,1020606,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.31,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,html-keyboard-response,1252,1020858,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.32,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,RDK,1253,1021355,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.32,496.3200000056531,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,90","0.2500159856932937,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.270675675861687,"[10.944999987259507,13.455000007525086,13.0899999930989,13.230000011390075,13.364999991608784,13.414999993983656,13.285000022733584,13.294999982463196,13.455000007525086,13.425000011920929,13.225000002421439,13.32999998703599,13.275000004796311,13.355000002775341,13.40999998501502,13.340000004973263,13.265000015962869,13.429999991785735,13.374999980442226,13.235000020358711,13.379999989410862,13.334999996004626,13.269999995827675,13.395000016316772,13.375000009546056,13.229999982286245,13.414999993983656,13.37000000057742,13.225000002421439,13.440000009723008,13.630000001285225,12.95499998377636,13.325000007171184,13.41000001411885,13.299999991431832,13.390000007348135,13.37000000057742]",37.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1254,html-keyboard-response,1254,1021908,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,html-keyboard-response,1255,1022310,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.32,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,html-keyboard-response,1256,1022562,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.33,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,RDK,1257,1023068,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.33,505.62999999965535,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.2500159856932937,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.363513513468206,"[14.44999998784624,13.340000004973263,13.395000016316772,13.184999988880008,17.29499999783002,9.430000005522743,13.364999991608784,13.219999993452802,13.46500002546236,16.21000000159256,13.359999982640147,10.31499999226071,13.375000009546056,13.345000013941899,13.414999993983656,13.269999995827675,13.295000011567026,13.305000000400469,13.344999984838068,13.305000000400469,13.524999987566844,13.310000009369105,13.200000015785918,13.309999980265275,13.390000007348135,13.345000013941899,13.454999978421256,13.245000009192154,13.384999998379499,13.364999991608784,13.180000009015203,13.494999991962686,13.295000011567026,13.275000004796311,13.319999998202547,13.479999994160607,13.189999997848645]",37.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1258,html-keyboard-response,1258,1023621,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,html-keyboard-response,1259,1024022,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.33,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,html-keyboard-response,1260,1024275,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.34,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,RDK,1261,1025121,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.34,845.2849999885076,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.17261279046092465,0.07740319523236903",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.260714285674375,"[8.484999998472631,13.420000002952293,13.095000002067536,13.399999996181577,13.37000000057742,13.240000000223517,13.355000002775341,13.394999987212941,13.29000000259839,13.334999996004626,13.334999996004626,13.399999996181577,13.275000004796311,13.345000013941899,13.424999982817098,13.295000011567026,13.334999996004626,13.334999996004626,13.340000004973263,13.41000001411885,13.259999977890402,13.390000007348135,13.420000002952293,13.095000002067536,13.394999987212941,13.415000023087487,13.269999995827675,13.324999978067353,13.340000004973263,13.62500002142042,13.064999977359548,13.415000023087487,13.219999993452802,13.374999980442226,13.445000018691644,13.264999986859038,13.315000018337741,13.399999996181577,13.234999991254881,13.379999989410862,13.425000011920929,13.24999998905696,13.425000011920929,13.260000006994233,13.349999993806705,13.269999995827675,13.399999996181577,13.345000013941899,13.340000004973263,13.379999989410862,13.204999995650724,13.394999987212941,13.310000009369105,13.384999998379499,13.305000000400469,13.440000009723008,13.214999984484166,13.440000009723008,13.345000013941899,13.225000002421439,13.43499997165054,13.37000000057742,13.380000018514693]",63.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1262,html-keyboard-response,1262,1025673,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,html-keyboard-response,1263,1026074,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.34,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,html-keyboard-response,1264,1026326,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.35,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,RDK,1265,1026830,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.35,503.3049999910872,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.07740319523236903,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.287297297407546,"[11.585000000195578,13.435000000754371,13.164999982109293,13.300000020535663,13.355000002775341,13.314999989233911,13.204999995650724,13.334999996004626,13.425000011920929,13.384999998379499,13.340000004973263,13.305000000400469,13.359999982640147,13.319999998202547,13.340000004973263,13.33000001613982,13.279999984661117,13.420000002952293,13.284999993629754,13.325000007171184,13.49000001209788,13.259999977890402,13.355000002775341,13.260000006994233,13.310000009369105,13.454999978421256,13.57000001007691,17.049999994924292,9.430000005522743,13.21000000461936,13.444999989587814,13.300000020535663,13.259999977890402,13.340000004973263,13.414999993983656,13.25000001816079,13.420000002952293]",37.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1266,html-keyboard-response,1266,1027382,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,html-keyboard-response,1267,1027884,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.35,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,html-keyboard-response,1268,1028136,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.36,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,RDK,1269,1028608,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.36,470.35499999765307,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.17261279046092465,0.07740319523236903",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.372285713973856,"[14.66499999514781,13.40999998501502,13.260000006994233,13.299999991431832,13.414999993983656,13.195000006817281,13.349999993806705,13.340000004973263,13.355000002775341,13.355000002775341,13.429999991785735,13.265000015962869,13.275000004796311,13.32999998703599,13.440000009723008,13.260000006994233,13.429999991785735,13.260000006994233,13.389999978244305,13.325000007171184,13.395000016316772,13.269999995827675,13.299999991431832,13.420000002952293,13.405000005150214,13.234999991254881,13.384999998379499,13.334999996004626,13.234999991254881,13.46500002546236,13.259999977890402,13.305000000400469,13.405000005150214,13.345000013941899,13.219999993452802]",35.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1270,html-keyboard-response,1270,1029161,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,html-keyboard-response,1271,1029663,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.36,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,html-keyboard-response,1272,1029915,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.37,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
